Strike,Implied Volatility
9100,0.213535
9500,0.209823
9800,0.206892
10700,0.187466
10750,0.185864
10800,0.184188
10850,0.182444
10900,0.18079
11100,0.174519
11400,0.168086
12200,0.18447
12550,0.198229
13750,0.159993
16000,0.138894
