Strike,Implied Volatility
9100,0.220109
9500,0.215913
9800,0.210999
10700,0.186519
10750,0.185327
10800,0.183972
10850,0.182997
10900,0.182058
11100,0.17922
11400,0.179969
12200,0.201301
12550,0.204307
13750,0.166981
16000,0.156891
