Strike,Implied Volatility
9100,0.20436
9500,0.203252
9800,0.202232
10700,0.187859
10750,0.186202
10800,0.184798
10850,0.183191
10900,0.181503
11100,0.174854
11400,0.167073
12200,0.177505
12550,0.192289
13750,0.164845
16000,0.140047
