Strike,Implied Volatility
9100,0.232247
9500,0.223842
9800,0.21601
10700,0.193142
10750,0.193269
10800,0.193605
10850,0.193248
10900,0.192939
11100,0.193402
11400,0.197018
12200,0.207766
12550,0.203394
13750,0.170881
16000,0.165641
