Strike,Implied Volatility
9100,0.214489
9500,0.212716
9800,0.207463
10700,0.178417
10750,0.178403
10800,0.177615
10850,0.176946
10900,0.176588
11100,0.177343
11400,0.185144
12200,0.219353
12550,0.21856
13750,0.168888
16000,0.15894
