Strike,Implied Volatility
9100,0.207564
9500,0.204102
9800,0.202234
10700,0.190666
10750,0.189318
10800,0.187972
10850,0.186514
10900,0.185068
11100,0.178602
11400,0.169235
12200,0.168319
12550,0.183202
13750,0.167313
16000,0.13407
