Strike,Implied Volatility
9100,0.224617
9500,0.219535
9800,0.214165
10700,0.190487
10750,0.189179
10800,0.187697
10850,0.186595
10900,0.18589
11100,0.183718
11400,0.184639
12200,0.202166
12550,0.204192
13750,0.1714
16000,0.161173
