Strike,Implied Volatility
9100,0.228193
9500,0.222099
9800,0.216111
10700,0.192196
10750,0.191283
10800,0.190198
10850,0.189496
10900,0.188451
11100,0.18648
11400,0.187178
12200,0.201511
12550,0.202512
13750,0.171373
16000,0.162665
