Strike,Implied Volatility
9100,0.218896
9500,0.21503
9800,0.211241
10700,0.187967
10750,0.186279
10800,0.184711
10850,0.183124
10900,0.181693
11100,0.176703
11400,0.173673
12200,0.195943
12550,0.205869
13750,0.168383
16000,0.15083
