Strike,Implied Volatility
9100,0.220647
9500,0.215069
9800,0.210703
10700,0.192696
10750,0.19123
10800,0.189821
10850,0.188328
10900,0.186752
11100,0.180724
11400,0.17257
12200,0.174212
12550,0.18453
13750,0.161089
16000,0.139937
