Strike,Implied Volatility
9100,0.229928
9500,0.222156
9800,0.215558
10700,0.190546
10750,0.184572
10800,0.183626
10850,0.183122
10900,0.18253
11100,0.181506
11400,0.186905
12200,0.220547
12550,0.221813
13750,0.169763
16000,0.15697
