Strike,Implied Volatility
9100,0.213732
9500,0.209485
9800,0.206633
10700,0.191777
10750,0.190504
10800,0.188999
10850,0.187529
10900,0.185968
11100,0.179665
11400,0.171223
12200,0.172817
12550,0.185811
13750,0.166537
16000,0.137016
