Strike,Implied Volatility
9100,0.214948
9500,0.210469
9800,0.20644
10700,0.1823
10750,0.180741
10800,0.179169
10850,0.177771
10900,0.176389
11100,0.17258
11400,0.171826
12200,0.19619
12550,0.200406
13750,0.15356
16000,0.142812
