Strike,Implied Volatility
9100,0.224872
9500,0.219573
9800,0.213971
10700,0.189994
10750,0.188869
10800,0.187936
10850,0.18684
10900,0.185954
11100,0.183753
11400,0.184345
12200,0.200994
12550,0.202777
13750,0.170247
16000,0.160737
