Strike,Implied Volatility
9100,0.213891
9500,0.208819
9800,0.205999
10700,0.192954
10750,0.191662
10800,0.19039
10850,0.189011
10900,0.18753
11100,0.181196
11400,0.171703
12200,0.167875
12550,0.181028
13750,0.168919
16000,0.13433
