Strike,Implied Volatility
9100,0.227722
9500,0.219965
9800,0.214775
10700,0.196242
10750,0.194949
10800,0.193566
10850,0.192094
10900,0.190535
11100,0.184477
11400,0.175893
12200,0.17207
12550,0.181083
13750,0.164542
16000,0.138601
