Strike,Implied Volatility
9100,0.206596
9500,0.206512
9800,0.20509
10700,0.180203
10750,0.178368
10800,0.176671
10850,0.175148
10900,0.17367
11100,0.168994
11400,0.168443
12200,0.201372
12550,0.210287
13750,0.163886
16000,0.149702
