Strike,Implied Volatility
9100,0.214692
9500,0.21041
9800,0.207461
10700,0.187965
10750,0.186399
10800,0.18476
10850,0.183204
10900,0.181596
11100,0.175502
11400,0.169183
12200,0.183355
12550,0.195554
13750,0.159896
16000,0.139305
