Strike,Implied Volatility
9100,0.238698
9500,0.22809
9800,0.219858
10700,0.202471
10750,0.198969
10800,0.199472
10850,0.199463
10900,0.199146
11100,0.200137
11400,0.203449
12200,0.207183
12550,0.200812
13750,0.173308
16000,0.170441
