Strike,Implied Volatility
9100,0.217946
9500,0.213014
9800,0.20874
10700,0.185881
10750,0.184297
10800,0.182666
10850,0.180996
10900,0.179463
11100,0.174042
11400,0.169822
12200,0.189994
12550,0.199217
13750,0.155679
16000,0.140376
