Strike,Implied Volatility
9100,0.221961
9500,0.217073
9800,0.213049
10700,0.190644
10750,0.189093
10800,0.187494
10850,0.185853
10900,0.184503
11100,0.17909
11400,0.174263
12200,0.190751
12550,0.201574
13750,0.168723
16000,0.147547
