Strike,Implied Volatility
9100,0.224841
9500,0.220236
9800,0.214667
10700,0.186382
10750,0.184836
10800,0.183326
10850,0.182037
10900,0.180993
11100,0.178182
11400,0.180763
12200,0.2189
12550,0.227401
13750,0.174465
16000,0.154028
