Strike,Implied Volatility
9100,0.203073
9500,0.202569
9800,0.201996
10700,0.185323
10750,0.183546
10800,0.181684
10850,0.179863
10900,0.177987
11100,0.170783
11400,0.163646
12200,0.1881
12550,0.207633
13750,0.163575
16000,0.138075
