Strike,Implied Volatility
9100,0.208244
9500,0.205968
9800,0.204488
10700,0.187373
10750,0.185701
10800,0.183832
10850,0.181985
10900,0.180185
11100,0.173025
11400,0.164893
12200,0.185472
12550,0.20665
13750,0.166869
16000,0.13767
