Strike,Implied Volatility
9100,0.216671
9500,0.212005
9800,0.208811
10700,0.189409
10750,0.187894
10800,0.186305
10850,0.184803
10900,0.183248
11100,0.17717
11400,0.170719
12200,0.182457
12550,0.193719
13750,0.161041
16000,0.14025
