Strike,Implied Volatility
9100,0.212932
9500,0.210272
9800,0.207549
10700,0.185653
10750,0.183963
10800,0.182378
10850,0.180769
10900,0.179144
11100,0.173775
11400,0.169894
12200,0.193257
12550,0.204127
13750,0.16293
16000,0.145261
