Strike,Implied Volatility
9100,0.230289
9500,0.220898
9800,0.212637
10700,0.194023
10750,0.192953
10800,0.192838
10850,0.19277
10900,0.19292
11100,0.194562
11400,0.199268
12200,0.204625
12550,0.197368
13750,0.168375
16000,0.167085
