Strike,Implied Volatility
9100,0.202764
9500,0.201108
9800,0.200402
10700,0.189149
10750,0.187685
10800,0.186223
10850,0.184775
10900,0.183114
11100,0.176585
11400,0.167664
12200,0.17313
12550,0.188363
13750,0.166964
16000,0.137951
