Strike,Implied Volatility
9100,0.22056
9500,0.214737
9800,0.207581
10700,0.182792
10750,0.18259
10800,0.183198
10850,0.183167
10900,0.183063
11100,0.185089
11400,0.192787
12200,0.213291
12550,0.20836
13750,0.168075
16000,0.162791
