Strike,Implied Volatility
9100,0.215383
9500,0.211153
9800,0.208026
10700,0.192525
10750,0.191205
10800,0.189654
10850,0.188149
10900,0.186701
11100,0.180528
11400,0.172246
12200,0.174481
12550,0.186169
13750,0.166846
16000,0.139774
