Strike,Implied Volatility
9100,0.214238
9500,0.211835
9800,0.208525
10700,0.185577
10750,0.183839
10800,0.182403
10850,0.180968
10900,0.179716
11100,0.175647
11400,0.174065
12200,0.197508
12550,0.204848
13750,0.165552
16000,0.151389
