Strike,Implied Volatility
9100,0.219241
9500,0.215327
9800,0.211206
10700,0.187953
10750,0.18644
10800,0.184899
10850,0.183339
10900,0.181936
11100,0.177036
11400,0.173857
12200,0.195205
12550,0.204684
13750,0.166557
16000,0.148672
