Strike,Implied Volatility
9100,0.21417
9500,0.211632
9800,0.208959
10700,0.187589
10750,0.185951
10800,0.184263
10850,0.182683
10900,0.18108
11100,0.175498
11400,0.170755
12200,0.191175
12550,0.203337
13750,0.167124
16000,0.146473
