Strike,Implied Volatility
9100,0.220398
9500,0.217547
9800,0.212686
10700,0.185747
10750,0.183369
10800,0.181832
10850,0.180697
10900,0.17982
11100,0.17724
11400,0.180295
12200,0.21832
12550,0.226092
13750,0.174699
16000,0.155988
