Strike,Implied Volatility
9100,0.211051
9500,0.208744
9800,0.206011
10700,0.183746
10750,0.181985
10800,0.180322
10850,0.178634
10900,0.176933
11100,0.171294
11400,0.16738
12200,0.194599
12550,0.207019
13750,0.160817
16000,0.143044
