Strike,Implied Volatility
9100,0.209809
9500,0.20542
9800,0.203742
10700,0.189443
10750,0.187877
10800,0.18645
10850,0.184808
10900,0.183206
11100,0.176554
11400,0.168148
12200,0.175793
12550,0.190729
13750,0.165783
16000,0.139079
