Strike,Implied Volatility
9100,0.232592
9500,0.223989
9800,0.216123
10700,0.193309
10750,0.191941
10800,0.192456
10850,0.192087
10900,0.191764
11100,0.192012
11400,0.195565
12200,0.206333
12550,0.202019
13750,0.169729
16000,0.164655
