Strike,Implied Volatility
9100,0.212307
9500,0.209316
9800,0.2063
10700,0.18364
10750,0.181907
10800,0.180127
10850,0.178463
10900,0.176784
11100,0.171052
11400,0.16685
12200,0.194686
12550,0.207105
13750,0.157918
16000,0.140143
