Strike,Implied Volatility
9100,0.231897
9500,0.223844
9800,0.216621
10700,0.190991
10750,0.189164
10800,0.188649
10850,0.187989
10900,0.187191
11100,0.185696
11400,0.188084
12200,0.206294
12550,0.205651
13750,0.166712
16000,0.157752
