Strike,Implied Volatility
9100,0.21799
9500,0.213095
9800,0.208308
10700,0.184678
10750,0.183049
10800,0.181554
10850,0.180039
10900,0.178514
11100,0.173835
11400,0.171044
12200,0.191847
12550,0.197726
13750,0.153481
16000,0.141629
