Strike,Implied Volatility
9100,0.220607
9500,0.21724
9800,0.211942
10700,0.183547
10750,0.183057
10800,0.181963
10850,0.180944
10900,0.180012
11100,0.178498
11400,0.182825
12200,0.218032
12550,0.222408
13750,0.172645
16000,0.157215
