Strike,Implied Volatility
9100,0.210458
9500,0.205546
9800,0.203769
10700,0.190793
10750,0.189561
10800,0.188095
10850,0.186765
10900,0.185205
11100,0.178806
11400,0.169429
12200,0.168356
12550,0.182771
13750,0.166332
16000,0.13651
