Strike,Implied Volatility
9100,0.207664
9500,0.205722
9800,0.202419
10700,0.177861
10750,0.176363
10800,0.174869
10850,0.173393
10900,0.172124
11100,0.16825
11400,0.168415
12200,0.197521
12550,0.200679
13750,0.150595
16000,0.142201
