Strike,Implied Volatility
9100,0.230778
9500,0.223216
9800,0.216333
10700,0.191194
10750,0.189178
10800,0.189197
10850,0.188146
10900,0.1875
11100,0.185613
11400,0.187177
12200,0.204352
12550,0.204487
13750,0.167517
16000,0.158095
